employee_id,month,q_workload,q_alignment,q_recognition,q_growth,comment_text,sentiment_compound,survey_mean,engagement_score,engagement_band
65,2024-07,2,3,2,4,Lack of growth opportunities,0.4404,2.75,0.5223099999999999,Moderate
65,2024-08,3,4,4,4,Tools are adequate for my tasks,0.2263,3.75,0.665195,Moderate
65,2024-09,3,3,5,2,Getting used to new systems,0.0,3.25,0.54375,Moderate
65,2024-10,2,3,3,3,Lack of growth opportunities,0.4404,2.75,0.5223099999999999,Moderate
65,2024-11,3,3,3,5,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
65,2024-12,4,3,1,3,Struggling with work-life balance,-0.4215,2.75,0.39302499999999996,Low
65,2025-01,1,3,3,3,Resource constraints affecting quality,0.0,2.5,0.4125,Moderate
65,2025-02,4,4,5,2,Getting used to new systems,0.0,3.75,0.63125,Moderate
65,2025-03,4,3,1,4,Tools are adequate for my tasks,0.2263,3.0,0.533945,Moderate
65,2025-04,3,3,4,4,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
65,2025-05,3,4,4,4,Team dynamic is stable,0.5859,3.75,0.719135,High
65,2025-06,5,5,3,5,Team celebrates wins together,0.8126,4.5,0.8843899999999999,High
65,2025-07,3,3,3,2,Unclear career progression path,-0.25,2.75,0.41874999999999996,Moderate
65,2025-08,3,3,3,3,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
65,2025-09,4,4,5,2,Hybrid schedule works most of the time,0.0,3.75,0.63125,Moderate
66,2023-10,3,3,3,3,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
66,2023-11,3,3,4,2,Tools are adequate for my tasks,0.2263,3.0,0.533945,Moderate
66,2023-12,3,4,4,3,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
66,2024-01,1,3,3,5,Getting used to new systems,0.0,3.0,0.5,Moderate
66,2024-02,3,4,4,3,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
66,2024-03,3,3,2,3,Frequent reorganizations causing confusion,-0.296,2.75,0.41184999999999994,Moderate
66,2024-04,2,4,4,4,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
66,2024-05,4,2,3,3,Team dynamic is stable,0.5859,3.0,0.587885,Moderate
66,2024-06,2,3,4,3,Processes are okay but could be improved,0.6808,3.0,0.60212,Moderate
66,2024-07,3,3,4,3,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
66,2024-08,4,2,4,2,Processes are okay but could be improved,0.6808,3.0,0.60212,Moderate
66,2024-09,3,3,2,3,Poor recognition and slow decisions,-0.4767,2.75,0.38474499999999995,Low
66,2024-10,3,5,3,2,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
66,2024-11,4,3,1,3,Resource constraints affecting quality,0.0,2.75,0.45624999999999993,Moderate
66,2024-12,3,3,3,2,Frequent reorganizations causing confusion,-0.296,2.75,0.41184999999999994,Moderate
66,2025-01,4,4,5,2,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
66,2025-02,3,4,4,4,Some projects more interesting than others,0.4576,3.75,0.6998899999999999,Moderate
66,2025-03,4,4,4,3,Processes are okay but could be improved,0.6808,3.75,0.73337,High
66,2025-04,4,2,1,3,Lack of growth opportunities,0.4404,2.5,0.47855999999999993,Moderate
66,2025-05,3,2,3,5,Getting used to new systems,0.0,3.25,0.54375,Moderate
66,2025-06,4,3,2,4,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
66,2025-07,2,5,3,2,Workload is manageable most weeks,0.0,3.0,0.5,Moderate
66,2025-08,2,5,2,4,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
66,2025-09,3,5,5,3,Supportive team and flexible hours,0.4767,4.0,0.746505,High
67,2023-10,2,3,2,2,Unclear career progression path,-0.25,2.25,0.33125,Low
67,2023-11,4,1,4,2,Frequent reorganizations causing confusion,-0.296,2.75,0.41184999999999994,Moderate
67,2023-12,3,5,3,4,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
67,2024-01,3,1,3,2,Lack of growth opportunities,0.4404,2.25,0.43481,Moderate
67,2024-02,4,2,4,4,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
67,2024-03,2,3,3,5,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
67,2024-04,3,2,3,5,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
67,2024-05,3,1,3,3,Lack of growth opportunities,0.4404,2.5,0.47855999999999993,Moderate
67,2024-06,2,4,3,4,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
67,2024-07,3,5,2,2,Standard benefits and compensation,0.3818,3.0,0.5572699999999999,Moderate
67,2024-08,3,3,4,3,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
67,2024-09,3,4,4,5,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
67,2024-10,4,3,3,5,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
67,2024-11,3,5,4,2,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
67,2024-12,3,5,3,3,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
67,2025-01,1,3,5,5,Tools are adequate for my tasks,0.2263,3.5,0.621445,Moderate
67,2025-02,2,2,3,2,Resource constraints affecting quality,0.0,2.25,0.36875,Low
67,2025-03,3,3,3,3,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
67,2025-04,4,4,2,2,Getting used to new systems,0.0,3.0,0.5,Moderate
67,2025-05,4,4,3,3,Getting used to new systems,0.0,3.5,0.5875,Moderate
67,2025-06,1,4,3,5,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
67,2025-07,3,4,3,4,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
67,2025-08,1,4,3,3,Too many meetings and unclear priorities,-0.25,2.75,0.41874999999999996,Moderate
67,2025-09,2,4,2,3,Delivery delays and context switching,0.0,2.75,0.45624999999999993,Moderate
68,2023-10,3,4,4,2,Hybrid schedule works most of the time,0.0,3.25,0.54375,Moderate
68,2023-11,4,4,5,2,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
68,2023-12,1,3,4,1,Frequent reorganizations causing confusion,-0.296,2.25,0.32434999999999997,Low
68,2024-01,4,5,2,2,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
68,2024-02,3,4,4,2,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
68,2024-03,3,4,4,3,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
68,2024-04,3,5,3,4,Tools are adequate for my tasks,0.2263,3.75,0.665195,Moderate
68,2024-05,4,3,4,3,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
68,2024-06,4,5,3,4,Recognized for my work recently,0.0,4.0,0.6749999999999999,Moderate
68,2024-07,3,3,4,3,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
68,2024-08,3,3,4,4,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
68,2024-09,4,2,4,5,Hybrid schedule works most of the time,0.0,3.75,0.63125,Moderate
68,2024-10,2,3,4,4,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
68,2024-11,3,3,2,2,Struggling with work-life balance,-0.4215,2.5,0.34927499999999995,Low
68,2024-12,2,4,5,5,Challenging work with great autonomy,0.6908,4.0,0.7786199999999999,High
68,2025-01,3,2,3,3,"Heavy workload, burnout risk",-0.2732,2.75,0.41527,Moderate
68,2025-02,3,3,3,3,Processes are okay but could be improved,0.6808,3.0,0.60212,Moderate
68,2025-03,2,4,3,3,Getting used to new systems,0.0,3.0,0.5,Moderate
68,2025-04,3,2,2,3,Struggling with work-life balance,-0.4215,2.5,0.34927499999999995,Low
68,2025-05,4,3,3,3,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
68,2025-06,3,2,4,4,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
68,2025-07,2,3,2,3,Frequent reorganizations causing confusion,-0.296,2.5,0.3680999999999999,Low
68,2025-08,4,3,3,4,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
68,2025-09,2,3,4,4,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
69,2023-10,3,4,3,5,Tools are adequate for my tasks,0.2263,3.75,0.665195,Moderate
69,2023-11,3,3,4,4,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
69,2023-12,3,4,3,4,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
69,2024-01,4,5,2,4,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
69,2024-02,2,4,3,3,Hybrid schedule works most of the time,0.0,3.0,0.5,Moderate
69,2024-03,3,3,4,2,Some projects more interesting than others,0.4576,3.0,0.56864,Moderate
69,2024-04,4,5,4,3,Good growth opportunities and training,0.7964,4.0,0.7944599999999999,High
69,2024-05,1,2,3,4,"Heavy workload, burnout risk",-0.2732,2.5,0.37151999999999996,Low
69,2024-06,5,4,3,4,Team celebrates wins together,0.8126,4.0,0.7968899999999999,High
69,2024-07,3,4,4,3,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
69,2024-08,2,4,2,5,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
69,2024-09,4,5,3,2,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
69,2024-10,4,4,5,5,Team celebrates wins together,0.8126,4.5,0.8843899999999999,High
69,2024-11,4,4,4,2,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
69,2024-12,5,4,4,3,Team celebrates wins together,0.8126,4.0,0.7968899999999999,High
69,2025-01,2,4,2,4,Team dynamic is stable,0.5859,3.0,0.587885,Moderate
69,2025-02,2,3,4,3,Workload is manageable most weeks,0.0,3.0,0.5,Moderate
69,2025-03,3,3,4,4,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
69,2025-04,1,4,3,4,Getting used to new systems,0.0,3.0,0.5,Moderate
69,2025-05,4,3,3,4,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
69,2025-06,3,2,4,3,Some projects more interesting than others,0.4576,3.0,0.56864,Moderate
69,2025-07,2,3,3,4,Standard benefits and compensation,0.3818,3.0,0.5572699999999999,Moderate
69,2025-08,3,4,2,3,Tools are adequate for my tasks,0.2263,3.0,0.533945,Moderate
69,2025-09,5,4,2,2,Workload is manageable most weeks,0.0,3.25,0.54375,Moderate
70,2023-10,3,4,3,2,Standard benefits and compensation,0.3818,3.0,0.5572699999999999,Moderate
70,2023-11,2,2,2,3,"Heavy workload, burnout risk",-0.2732,2.25,0.32777,Low
70,2023-12,1,3,4,2,Limited feedback from management,-0.2263,2.5,0.378555,Low
70,2024-01,2,3,3,2,Lack of growth opportunities,0.4404,2.5,0.47855999999999993,Moderate
70,2024-02,2,4,3,4,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
70,2024-03,3,3,2,3,Struggling with work-life balance,-0.4215,2.75,0.39302499999999996,Low
70,2024-04,2,2,5,4,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
70,2024-05,3,4,3,5,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
70,2024-06,3,3,4,4,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
70,2024-07,4,3,2,5,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
70,2024-08,3,3,4,3,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
70,2024-09,4,2,4,3,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
70,2024-10,2,3,3,4,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
70,2024-11,4,4,2,4,Getting used to new systems,0.0,3.5,0.5875,Moderate
70,2024-12,1,4,4,3,Getting used to new systems,0.0,3.0,0.5,Moderate
70,2025-01,4,5,5,2,Good growth opportunities and training,0.7964,4.0,0.7944599999999999,High
70,2025-02,3,3,4,3,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
70,2025-03,4,3,2,3,Processes are okay but could be improved,0.6808,3.0,0.60212,Moderate
70,2025-04,2,4,4,2,Getting used to new systems,0.0,3.0,0.5,Moderate
70,2025-05,1,4,3,4,Workload is manageable most weeks,0.0,3.0,0.5,Moderate
70,2025-06,5,5,5,4,Recognized for my work recently,0.0,4.75,0.80625,High
70,2025-07,4,4,3,3,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
70,2025-08,3,3,5,3,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
70,2025-09,4,3,3,4,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
71,2023-10,4,5,2,3,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
71,2023-11,3,4,5,4,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
71,2023-12,4,3,4,3,Tools are adequate for my tasks,0.2263,3.5,0.621445,Moderate
71,2024-01,5,5,4,3,Team celebrates wins together,0.8126,4.25,0.8406399999999999,High
71,2024-02,3,4,4,2,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
71,2024-03,3,4,3,4,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
71,2024-04,3,2,4,4,Getting used to new systems,0.0,3.25,0.54375,Moderate
71,2024-05,4,3,3,3,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
71,2024-06,5,4,3,3,Workload is manageable most weeks,0.0,3.75,0.63125,Moderate
71,2024-07,3,2,2,3,Lack of growth opportunities,0.4404,2.5,0.47855999999999993,Moderate
71,2024-08,4,3,2,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
71,2024-09,3,5,4,4,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
71,2024-10,3,5,3,5,Supportive team and flexible hours,0.4767,4.0,0.746505,High
71,2024-11,4,5,2,4,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
71,2024-12,2,2,2,3,Delivery delays and context switching,0.0,2.25,0.36875,Low
71,2025-01,2,2,2,3,"Heavy workload, burnout risk",-0.2732,2.25,0.32777,Low
71,2025-02,4,4,4,3,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
71,2025-03,3,4,3,2,Some projects more interesting than others,0.4576,3.0,0.56864,Moderate
71,2025-04,3,4,5,4,Excellent work-life balance here,0.5719,4.0,0.7607849999999998,High
71,2025-05,3,4,3,4,Getting used to new systems,0.0,3.5,0.5875,Moderate
71,2025-06,3,4,3,3,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
71,2025-07,5,3,4,4,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
71,2025-08,2,3,3,3,Poor recognition and slow decisions,-0.4767,2.75,0.38474499999999995,Low
71,2025-09,2,3,3,4,Getting used to new systems,0.0,3.0,0.5,Moderate
72,2023-10,3,3,2,3,Resource constraints affecting quality,0.0,2.75,0.45624999999999993,Moderate
72,2023-11,2,3,2,4,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
72,2023-12,4,4,3,4,Team dynamic is stable,0.5859,3.75,0.719135,High
72,2024-01,3,3,3,5,Tools are adequate for my tasks,0.2263,3.5,0.621445,Moderate
72,2024-02,3,3,4,3,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
72,2024-03,2,2,2,4,Unclear career progression path,-0.25,2.5,0.37499999999999994,Low
72,2024-04,4,4,4,4,Great manager and clear goals,0.7717,4.0,0.7907549999999999,High
72,2024-05,5,5,2,4,Excellent work-life balance here,0.5719,4.0,0.7607849999999998,High
72,2024-06,1,2,3,2,Struggling with work-life balance,-0.4215,2.0,0.261775,Low
72,2024-07,3,5,3,3,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
72,2024-08,3,4,2,4,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
72,2024-09,4,3,2,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
72,2024-10,3,3,4,4,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
72,2024-11,3,4,3,4,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
72,2024-12,3,3,5,3,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
72,2025-01,4,4,2,2,Standard benefits and compensation,0.3818,3.0,0.5572699999999999,Moderate
72,2025-02,3,1,3,3,Delivery delays and context switching,0.0,2.5,0.4125,Moderate
72,2025-03,3,2,3,2,Delivery delays and context switching,0.0,2.5,0.4125,Moderate
72,2025-04,5,5,2,4,Challenging work with great autonomy,0.6908,4.0,0.7786199999999999,High
72,2025-05,2,3,3,5,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
72,2025-06,3,3,4,2,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
72,2025-07,3,4,3,4,Getting used to new systems,0.0,3.5,0.5875,Moderate
72,2025-08,3,3,1,3,Limited feedback from management,-0.2263,2.5,0.378555,Low
72,2025-09,4,2,3,2,Resource constraints affecting quality,0.0,2.75,0.45624999999999993,Moderate
73,2023-10,3,4,3,2,Workload is manageable most weeks,0.0,3.0,0.5,Moderate
73,2023-11,4,5,3,2,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
73,2023-12,4,3,4,2,Some projects more interesting than others,0.4576,3.25,0.61239,Moderate
73,2024-01,2,3,2,3,Delivery delays and context switching,0.0,2.5,0.4125,Moderate
73,2024-02,3,3,1,4,Too many meetings and unclear priorities,-0.25,2.75,0.41874999999999996,Moderate
73,2024-03,2,3,3,4,Processes are okay but could be improved,0.6808,3.0,0.60212,Moderate
73,2024-04,3,3,3,3,Some projects more interesting than others,0.4576,3.0,0.56864,Moderate
73,2024-05,3,3,2,5,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
73,2024-06,3,4,2,5,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
73,2024-07,3,4,3,4,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
73,2024-08,4,3,4,3,Workload is manageable most weeks,0.0,3.5,0.5875,Moderate
73,2024-09,4,3,3,3,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
73,2024-10,4,3,4,3,Getting used to new systems,0.0,3.5,0.5875,Moderate
73,2024-11,2,3,2,3,Too many meetings and unclear priorities,-0.25,2.5,0.37499999999999994,Low
73,2024-12,2,3,4,4,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
73,2025-01,2,3,4,3,Processes are okay but could be improved,0.6808,3.0,0.60212,Moderate
73,2025-02,3,4,3,4,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
73,2025-03,3,3,2,3,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
73,2025-04,4,4,4,4,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
73,2025-05,3,3,3,2,Unclear career progression path,-0.25,2.75,0.41874999999999996,Moderate
73,2025-06,2,4,3,3,Workload is manageable most weeks,0.0,3.0,0.5,Moderate
73,2025-07,5,5,4,3,Manager provides regular feedback,0.0,4.25,0.71875,High
73,2025-08,3,4,3,4,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
73,2025-09,3,4,4,2,Getting used to new systems,0.0,3.25,0.54375,Moderate
74,2023-10,3,3,3,4,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
74,2023-11,3,4,3,4,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
74,2023-12,1,4,3,4,Getting used to new systems,0.0,3.0,0.5,Moderate
74,2024-01,3,5,5,3,Great manager and clear goals,0.7717,4.0,0.7907549999999999,High
74,2024-02,3,3,3,3,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
74,2024-03,4,2,4,4,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
74,2024-04,3,3,3,4,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
74,2024-05,3,2,3,2,Unclear career progression path,-0.25,2.5,0.37499999999999994,Low
74,2024-06,3,3,3,4,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
74,2024-07,4,4,1,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
74,2024-08,3,4,2,5,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
74,2024-09,2,4,2,3,"Heavy workload, burnout risk",-0.2732,2.75,0.41527,Moderate
74,2024-10,4,4,4,3,Workload is manageable most weeks,0.0,3.75,0.63125,Moderate
74,2024-11,2,4,4,4,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
74,2024-12,4,3,2,5,Getting used to new systems,0.0,3.5,0.5875,Moderate
74,2025-01,3,2,3,3,Frequent reorganizations causing confusion,-0.296,2.75,0.41184999999999994,Moderate
74,2025-02,3,3,3,2,Unclear career progression path,-0.25,2.75,0.41874999999999996,Moderate
74,2025-03,3,5,1,3,Team dynamic is stable,0.5859,3.0,0.587885,Moderate
74,2025-04,3,4,2,4,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
74,2025-05,3,4,4,4,Tools are adequate for my tasks,0.2263,3.75,0.665195,Moderate
74,2025-06,4,2,3,3,Tools are adequate for my tasks,0.2263,3.0,0.533945,Moderate
74,2025-07,2,4,3,4,Getting used to new systems,0.0,3.25,0.54375,Moderate
74,2025-08,4,4,4,3,Hybrid schedule works most of the time,0.0,3.75,0.63125,Moderate
74,2025-09,3,3,3,3,Tools are adequate for my tasks,0.2263,3.0,0.533945,Moderate
75,2023-10,3,4,2,2,Resource constraints affecting quality,0.0,2.75,0.45624999999999993,Moderate
75,2023-11,3,4,3,4,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
75,2023-12,2,4,4,5,Processes are okay but could be improved,0.6808,3.75,0.73337,High
75,2024-01,2,3,4,5,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
75,2024-02,2,5,3,3,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
75,2024-03,2,5,3,2,Getting used to new systems,0.0,3.0,0.5,Moderate
75,2024-04,2,5,3,3,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
75,2024-05,5,3,1,4,Getting used to new systems,0.0,3.25,0.54375,Moderate
75,2024-06,2,4,4,3,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
75,2024-07,2,3,3,3,Limited feedback from management,-0.2263,2.75,0.422305,Moderate
75,2024-08,3,5,3,5,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
75,2024-09,3,2,4,2,"Heavy workload, burnout risk",-0.2732,2.75,0.41527,Moderate
75,2024-10,2,4,4,3,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
75,2024-11,2,5,2,5,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
75,2024-12,4,3,4,2,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
75,2025-01,3,4,4,3,Tools are adequate for my tasks,0.2263,3.5,0.621445,Moderate
75,2025-02,2,5,1,4,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
75,2025-03,3,3,2,2,Poor recognition and slow decisions,-0.4767,2.5,0.34099499999999994,Low
75,2025-04,2,3,1,3,Limited feedback from management,-0.2263,2.25,0.334805,Low
75,2025-05,3,3,3,3,Team dynamic is stable,0.5859,3.0,0.587885,Moderate
75,2025-06,3,3,2,5,Hybrid schedule works most of the time,0.0,3.25,0.54375,Moderate
75,2025-07,2,4,3,3,Processes are okay but could be improved,0.6808,3.0,0.60212,Moderate
75,2025-08,2,3,3,4,Hybrid schedule works most of the time,0.0,3.0,0.5,Moderate
75,2025-09,3,5,2,5,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
76,2023-10,3,5,3,4,Hybrid schedule works most of the time,0.0,3.75,0.63125,Moderate
76,2023-11,4,3,4,5,Challenging work with great autonomy,0.6908,4.0,0.7786199999999999,High
76,2023-12,5,3,4,4,Supportive team and flexible hours,0.4767,4.0,0.746505,High
76,2024-01,3,4,3,4,Standard benefits and compensation,0.3818,3.5,0.64477,Moderate
76,2024-02,3,4,3,4,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
76,2024-03,3,4,2,4,Standard benefits and compensation,0.3818,3.25,0.60102,Moderate
76,2024-04,3,4,2,2,Resource constraints affecting quality,0.0,2.75,0.45624999999999993,Moderate
76,2024-05,3,4,2,3,Team dynamic is stable,0.5859,3.0,0.587885,Moderate
76,2024-06,2,3,2,5,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
76,2024-07,3,5,4,3,Processes are okay but could be improved,0.6808,3.75,0.73337,High
76,2024-08,4,4,4,3,Processes are okay but could be improved,0.6808,3.75,0.73337,High
76,2024-09,5,5,5,2,Recognized for my work recently,0.0,4.25,0.71875,High
76,2024-10,5,4,3,3,Some projects more interesting than others,0.4576,3.75,0.6998899999999999,Moderate
76,2024-11,3,5,4,3,Getting used to new systems,0.0,3.75,0.63125,Moderate
76,2024-12,4,3,1,3,Frequent reorganizations causing confusion,-0.296,2.75,0.41184999999999994,Moderate
76,2025-01,4,5,3,2,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
76,2025-02,4,3,5,3,Some projects more interesting than others,0.4576,3.75,0.6998899999999999,Moderate
76,2025-03,3,3,4,3,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
76,2025-04,3,5,4,4,Good growth opportunities and training,0.7964,4.0,0.7944599999999999,High
76,2025-05,5,5,3,3,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
76,2025-06,2,4,3,4,Processes are okay but could be improved,0.6808,3.25,0.6458699999999999,Moderate
76,2025-07,4,4,4,3,Getting used to new systems,0.0,3.75,0.63125,Moderate
76,2025-08,3,5,2,2,Getting used to new systems,0.0,3.0,0.5,Moderate
76,2025-09,4,2,3,5,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
77,2023-10,4,4,3,5,Strong leadership and transparent communication,0.5106,4.0,0.75159,High
77,2023-11,3,3,3,3,"Communication is fine, some delays",0.2023,3.0,0.530345,Moderate
77,2023-12,3,4,3,4,Team dynamic is stable,0.5859,3.5,0.675385,Moderate
77,2024-01,4,5,4,3,Manager provides regular feedback,0.0,4.0,0.6749999999999999,Moderate
77,2024-02,3,4,2,4,"Communication is fine, some delays",0.2023,3.25,0.574095,Moderate
77,2024-03,3,3,4,5,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
77,2024-04,4,3,3,4,Some projects more interesting than others,0.4576,3.5,0.65614,Moderate
77,2024-05,2,4,4,5,Team dynamic is stable,0.5859,3.75,0.719135,High
77,2024-06,4,4,4,3,Workload is manageable most weeks,0.0,3.75,0.63125,Moderate
77,2024-07,4,3,4,3,Processes are okay but could be improved,0.6808,3.5,0.68962,Moderate
77,2024-08,3,4,2,3,Team dynamic is stable,0.5859,3.0,0.587885,Moderate
77,2024-09,2,5,3,5,"Communication is fine, some delays",0.2023,3.75,0.6615949999999999,Moderate
77,2024-10,2,3,4,3,Tools are adequate for my tasks,0.2263,3.0,0.533945,Moderate
77,2024-11,4,4,4,4,Good growth opportunities and training,0.7964,4.0,0.7944599999999999,High
77,2024-12,3,3,4,4,"Communication is fine, some delays",0.2023,3.5,0.617845,Moderate
77,2025-01,2,3,3,2,Limited feedback from management,-0.2263,2.5,0.378555,Low
77,2025-02,4,3,2,2,Lack of growth opportunities,0.4404,2.75,0.5223099999999999,Moderate
77,2025-03,3,5,2,5,Standard benefits and compensation,0.3818,3.75,0.6885199999999999,Moderate
77,2025-04,2,3,5,3,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
77,2025-05,3,1,2,1,Delivery delays and context switching,0.0,1.75,0.28125,Low
77,2025-06,2,4,1,4,"Heavy workload, burnout risk",-0.2732,2.75,0.41527,Moderate
77,2025-07,3,3,3,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
77,2025-08,3,3,5,3,Hybrid schedule works most of the time,0.0,3.5,0.5875,Moderate
77,2025-09,1,3,4,5,Team dynamic is stable,0.5859,3.25,0.631635,Moderate
78,2023-10,3,3,3,4,Tools are adequate for my tasks,0.2263,3.25,0.577695,Moderate
